Merchant_id,pos_ratio,Pos_Count,total_count
26412,0.0,0,155
26413,0.0,0,11
26414,0.0,0,26
26415,0.0,0,641
26500,0.0,0,36
26501,0.0,0,19
26502,0.0,0,41
26503,0.0,0,33
26505,0.0,0,30
26507,0.0,0,56
26509,0.0,0,34
26510,0.0,0,26
26511,0.0,0,43
26512,0.0,0,21
26513,0.0,0,28
26514,0.0,0,15
26515,0.0,0,98
26600,0.0,0,123
26601,0.0,0,22
26603,0.0,0,45
26604,0.0,0,55
26605,0.0,0,107
26606,0.0,0,35
26607,0.0,0,33
26608,0.0,0,119
26609,0.0,0,35
26611,0.0,0,17
26612,0.0,0,195
26614,0.0,0,22
26615,0.0,0,123
26701,0.0,0,15
26702,0.0,0,30
26703,0.0,0,213
26704,0.0,0,53
26706,0.0,0,56
26707,0.0,0,78
26708,0.0,0,119
26710,0.0,0,17
26711,0.0,0,50
26712,0.0,0,63
26713,0.0,0,22
26714,0.0,0,8
26800,0.0,0,28
26801,0.0,0,1147
26802,0.0,0,31
26803,0.0,0,101
26805,0.0,0,500
26806,0.0,0,58
26808,0.0,0,73
26809,0.0,0,20
26810,0.0,0,153
26812,0.0,0,165
26813,0.0,0,40
26815,0.0,0,55
26901,0.0,0,21
26902,0.0,0,50
26903,0.0,0,7
26904,0.0,0,122
26906,0.0,0,56
26910,0.0,0,43
26911,0.0,0,250
26914,0.0,0,11
26915,0.0,0,32
27000,0.0,0,69
27002,0.0,0,52
27003,0.0,0,113
27004,0.0,0,46
27005,0.0,0,84
27006,0.0,0,22
27007,0.0,0,45
27008,0.0,0,51
27009,0.0,0,20
27010,0.0,0,90
27011,0.0,0,304
27013,0.0,0,36
27014,0.0,0,22
27015,0.0,0,22
27101,0.0,0,223
27103,0.0,0,85
27104,0.0,0,47
27105,0.0,0,194
27106,0.0,0,9
27107,0.0,0,63
27109,0.0,0,56
27110,0.0,0,17
27111,0.0,0,150
27112,0.0,0,8
27114,0.0,0,55
27115,0.0,0,409
27200,0.0,0,35
27202,0.0,0,18
27203,0.0,0,20
27204,0.0,0,28
27205,0.0,0,44
27206,0.0,0,77
27207,0.0,0,172
27208,0.0,0,148
27211,0.0,0,135
27212,0.0,0,158
27214,0.0,0,71
27301,0.0,0,34
27302,0.0,0,206
27303,0.0,0,87
27304,0.0,0,113
27305,0.0,0,7
27306,0.0,0,65
27307,0.0,0,1168
27308,0.0,0,24
27309,0.0,0,11
27310,0.0,0,28
27311,0.0,0,28
27312,0.0,0,27
27313,0.0,0,38
27314,0.0,0,56
27315,0.0,0,31
27400,0.0,0,30
27401,0.0,0,15
27402,0.0,0,45
27403,0.0,0,30
27404,0.0,0,6
27405,0.0,0,25
27406,0.0,0,41
27408,0.0,0,18
27409,0.0,0,12
27410,0.0,0,26
27411,0.0,0,40
27412,0.0,0,52
27413,0.0,0,13
27414,0.0,0,64
27501,0.0,0,28
27503,0.0,0,284
27504,0.0,0,58
27505,0.0,0,29
27507,0.0,0,213
27509,0.0,0,29
27510,0.0,0,50
27511,0.0,0,19
27512,0.0,0,280
27513,0.0,0,26
27514,0.0,0,20
27515,0.0,0,530
27600,0.0,0,55
27604,0.0,0,21
27605,0.0,0,24
27606,0.0,0,12
27607,0.0,0,61
27608,0.0,0,78
27609,0.0,0,12
27610,0.0,0,29
27611,0.0,0,30
27612,0.0,0,28
27613,0.0,0,62
27614,0.0,0,318
27615,0.0,0,17
27701,0.0,0,40
27702,0.0,0,16
27703,0.0,0,63
27704,0.0,0,45
27705,0.0,0,18
27706,0.0,0,41
27707,0.0,0,63
27708,0.0,0,17
27709,0.0,0,34
27711,0.0,0,60
27713,0.0,0,16
27714,0.0,0,55
27800,0.0,0,112
27802,0.0,0,20
27803,0.0,0,29
27804,0.0,0,20
27805,0.0,0,115
27807,0.0,0,26
27809,0.0,0,20
27811,0.0,0,276
27813,0.0,0,23
27814,0.0,0,10
27815,0.0,0,24
27901,0.0,0,76
27902,0.0,0,55
27903,0.0,0,22
27904,0.0,0,16
27906,0.0,0,27
27908,0.0,0,58
27909,0.0,0,100
27910,0.0,0,55
27911,0.0,0,59
27913,0.0,0,97
27914,0.0,0,254
27915,0.0,0,63
28000,0.0,0,23
28001,0.0,0,83
28003,0.0,0,966
28004,0.0,0,25
28005,0.0,0,31
28006,0.0,0,18
28007,0.0,0,13
28008,0.0,0,16
28009,0.0,0,18
28010,0.0,0,12
28011,0.0,0,29
28012,0.0,0,55
28013,0.0,0,558
28015,0.0,0,43
28101,0.0,0,27
28103,0.0,0,32
28104,0.0,0,60
28105,0.0,0,14
28106,0.0,0,31
28107,0.0,0,37
28108,0.0,0,37
28110,0.0,0,193
28111,0.0,0,14
28112,0.0,0,52
28113,0.0,0,22
28114,0.0,0,16
28115,0.0,0,78
28200,0.0,0,37
28201,0.0,0,39
28203,0.0,0,15
28204,0.0,0,30
28205,0.0,0,3
28206,0.0,0,16
28207,0.0,0,20
28208,0.0,0,16
28210,0.0,0,17
28211,0.0,0,98
28213,0.0,0,35
28214,0.0,0,111
28215,0.0,0,47
28300,0.0,0,18
28301,0.0,0,36
28302,0.0,0,72
28303,0.0,0,15
28304,0.0,0,162
28305,0.0,0,17
28306,0.0,0,23
28308,0.0,0,123
28309,0.0,0,43
28310,0.0,0,33
28311,0.0,0,20
28312,0.0,0,10
28313,0.0,0,20
28314,0.0,0,27
28315,0.0,0,32
28400,0.0,0,26
28401,0.0,0,12
28404,0.0,0,14
28405,0.0,0,12
28406,0.0,0,40
28407,0.0,0,376
28408,0.0,0,26
28409,0.0,0,23
28410,0.0,0,91
28411,0.0,0,32
28412,0.0,0,10
28413,0.0,0,22
28414,0.0,0,35
28415,0.0,0,22
28500,0.0,0,59
28501,0.0,0,102
28502,0.0,0,34
28503,0.0,0,7
28504,0.0,0,17
28505,0.0,0,39
28507,0.0,0,29
28508,0.0,0,252
28509,0.0,0,89
28510,0.0,0,35
28511,0.0,0,20
28512,0.0,0,198
28513,0.0,0,75
28515,0.0,0,166
28600,0.0,0,24
28601,0.0,0,15
28603,0.0,0,71
28604,0.0,0,249
28605,0.0,0,30
28606,0.0,0,52
28608,0.0,0,80
28610,0.0,0,213
28611,0.0,0,26
28612,0.0,0,30
28614,0.0,0,93
28615,0.0,0,17
28700,0.0,0,44
28701,0.0,0,23
28702,0.0,0,53
28704,0.0,0,96
28706,0.0,0,17
28707,0.0,0,17
28708,0.0,0,109
28709,0.0,0,12
28710,0.0,0,17
28711,0.0,0,30
28712,0.0,0,23
28714,0.0,0,59
28715,0.0,0,35
28801,0.0,0,33
28802,0.0,0,11
28803,0.0,0,55
28804,0.0,0,16
28805,0.0,0,22
28806,0.0,0,72
28807,0.0,0,40
28808,0.0,0,10
28809,0.0,0,539
28811,0.0,0,45
28812,0.0,0,31
28813,0.0,0,18
28814,0.0,0,34
28900,0.0,0,59
28903,0.0,0,323
28904,0.0,0,63
28905,0.0,0,43
28908,0.0,0,31
28909,0.0,0,123
28910,0.0,0,29
28911,0.0,0,23
28912,0.0,0,23
28913,0.0,0,28
28914,0.0,0,259
28915,0.0,0,35
29000,0.0,0,174
29001,0.0,0,11
29002,0.0,0,20
29003,0.0,0,33
29004,0.0,0,68
29007,0.0,0,430
29009,0.0,0,6
29010,0.0,0,151
29011,0.0,0,17
29012,0.0,0,17
29013,0.0,0,82
29014,0.0,0,160
29015,0.0,0,15
29100,0.0,0,43
29101,0.0,0,95
29102,0.0,0,29
29103,0.0,0,56
29104,0.0,0,748
29105,0.0,0,18
29106,0.0,0,44
29107,0.0,0,23
29109,0.0,0,28
29110,0.0,0,153
29113,0.0,0,44
29114,0.0,0,26
29115,0.0,0,32
29200,0.0,0,107
29201,0.0,0,49
29202,0.0,0,12
29203,0.0,0,20
29204,0.0,0,8
29205,0.0,0,39
29206,0.0,0,66
29207,0.0,0,16
29208,0.0,0,15
29209,0.0,0,42
29210,0.0,0,13
29211,0.0,0,12
29212,0.0,0,20
29213,0.0,0,54
29214,0.0,0,80
29215,0.0,0,2388
29300,0.0,0,279
29301,0.0,0,72
29302,0.0,0,45
29303,0.0,0,20
29304,0.0,0,33
29305,0.0,0,180
29306,0.0,0,52
29307,0.0,0,92
29311,0.0,0,18
29313,0.0,0,8
29314,0.0,0,199
29315,0.0,0,12
29400,0.0,0,20
29401,0.0,0,16
29402,0.0,0,7
29403,0.0,0,39
29404,0.0,0,12
29405,0.0,0,87
29406,0.0,0,31
29407,0.0,0,18
29408,0.0,0,25
29410,0.0,0,32
29411,0.0,0,23
29414,0.0,0,57
29415,0.0,0,4
29500,0.0,0,41
29502,0.0,0,18
29503,0.0,0,195
29505,0.0,0,14
29506,0.0,0,41
29507,0.0,0,205
29508,0.0,0,23
29509,0.0,0,76
29510,0.0,0,352
29511,0.0,0,26
29512,0.0,0,32
29513,0.0,0,64
29514,0.0,0,25
29515,0.0,0,147
29600,0.0,0,17
29601,0.0,0,59
29602,0.0,0,39
29603,0.0,0,12
29607,0.0,0,12
29608,0.0,0,92
29609,0.0,0,42
29610,0.0,0,27
29611,0.0,0,23
29613,0.0,0,43
29614,0.0,0,72
29615,0.0,0,21
29700,0.0,0,12
29701,0.0,0,128
29702,0.0,0,75
29703,0.0,0,70
29704,0.0,0,16
29705,0.0,0,6
29707,0.0,0,18
29708,0.0,0,8
29709,0.0,0,219
29710,0.0,0,69
29711,0.0,0,305
29712,0.0,0,97
29713,0.0,0,64
29714,0.0,0,83
29800,0.0,0,53
29801,0.0,0,121
29803,0.0,0,126
29804,0.0,0,58
29805,0.0,0,82
29807,0.0,0,29
29808,0.0,0,85
29809,0.0,0,38
29811,0.0,0,42
29812,0.0,0,90
29813,0.0,0,39
29814,0.0,0,7
29815,0.0,0,38
29901,0.0,0,57
29902,0.0,0,324
29905,0.0,0,84
29907,0.0,0,40
29908,0.0,0,58
29909,0.0,0,62
29910,0.0,0,30
29911,0.0,0,107
29913,0.0,0,45
30000,0.0,0,24
30001,0.0,0,14
30002,0.0,0,138
30003,0.0,0,73
30004,0.0,0,7
30005,0.0,0,13
30006,0.0,0,121
30007,0.0,0,112
30009,0.0,0,33
30010,0.0,0,14
30011,0.0,0,26
30012,0.0,0,17
30013,0.0,0,120
30014,0.0,0,26
30101,0.0,0,124
30102,0.0,0,161
30104,0.0,0,26
30106,0.0,0,52
30107,0.0,0,42
30108,0.0,0,11
30109,0.0,0,13
30110,0.0,0,22
30111,0.0,0,15
30112,0.0,0,60
30113,0.0,0,67
30114,0.0,0,27
30200,0.0,0,243
30201,0.0,0,49
30203,0.0,0,40
30204,0.0,0,17
30205,0.0,0,13
30206,0.0,0,25
30207,0.0,0,16
30208,0.0,0,19
30209,0.0,0,52
30210,0.0,0,290
30211,0.0,0,425
30212,0.0,0,6
30213,0.0,0,65
30214,0.0,0,97
30215,0.0,0,49
30302,0.0,0,57
30303,0.0,0,15
30304,0.0,0,54
30305,0.0,0,131
30306,0.0,0,27
30308,0.0,0,137
30309,0.0,0,80
30310,0.0,0,32
30311,0.0,0,20
30312,0.0,0,19
30313,0.0,0,117
30315,0.0,0,65
30401,0.0,0,27
30402,0.0,0,19
30403,0.0,0,21
30404,0.0,0,20
30405,0.0,0,58
30406,0.0,0,10
30409,0.0,0,15
30410,0.0,0,42
30411,0.0,0,163
30412,0.0,0,36
30413,0.0,0,66
30414,0.0,0,435
30415,0.0,0,18
30500,0.0,0,25
30501,0.0,0,288
30502,0.0,0,22
30503,0.0,0,96
30504,0.0,0,119
30505,0.0,0,30
30506,0.0,0,32
30507,0.0,0,766
30509,0.0,0,17
30510,0.0,0,30
30511,0.0,0,101
30512,0.0,0,38
30515,0.0,0,222
30600,0.0,0,14
30601,0.0,0,103
30602,0.0,0,16
30603,0.0,0,94
30604,0.0,0,24
30605,0.0,0,60
30606,0.0,0,41
30607,0.0,0,97
30608,0.0,0,12
30609,0.0,0,87
30610,0.0,0,461
30611,0.0,0,39
30612,0.0,0,958
30613,0.0,0,33
30614,0.0,0,64
30615,0.0,0,34
30700,0.0,0,48
30701,0.0,0,11
30702,0.0,0,90
30705,0.0,0,90
30706,0.0,0,15
30708,0.0,0,24
30709,0.0,0,10
30711,0.0,0,4
30712,0.0,0,11
30713,0.0,0,23
30714,0.0,0,31
30800,0.0,0,245
30801,0.0,0,48
30803,0.0,0,16
30804,0.0,0,35
30805,0.0,0,24
30806,0.0,0,29
30807,0.0,0,40
30808,0.0,0,76
30809,0.0,0,285
30810,0.0,0,28
30811,0.0,0,15
30812,0.0,0,6
30813,0.0,0,14
30814,0.0,0,53
30900,0.0,0,14
30903,0.0,0,58
30905,0.0,0,26
30906,0.0,0,74
30907,0.0,0,49
30909,0.0,0,17
30910,0.0,0,105
30911,0.0,0,15
30912,0.0,0,151
30913,0.0,0,39
31003,0.0,0,93
31005,0.0,0,22
31007,0.0,0,27
31008,0.0,0,38
31009,0.0,0,20
31010,0.0,0,25
31011,0.0,0,29
31012,0.0,0,162
31013,0.0,0,23
31014,0.0,0,726
31015,0.0,0,73
31100,0.0,0,32
31101,0.0,0,30
31102,0.0,0,10
31103,0.0,0,10
31104,0.0,0,17
31106,0.0,0,126
31107,0.0,0,24
31108,0.0,0,11
31109,0.0,0,192
31110,0.0,0,147
31111,0.0,0,161
31112,0.0,0,64
31113,0.0,0,14
31114,0.0,0,60
31115,0.0,0,11
31200,0.0,0,32
31201,0.0,0,16
31202,0.0,0,26
31203,0.0,0,31
31204,0.0,0,33
31205,0.0,0,347
31206,0.0,0,15
31207,0.0,0,39
31208,0.0,0,14
31209,0.0,0,96
31212,0.0,0,36
31213,0.0,0,19
31214,0.0,0,184
31300,0.0,0,13
31301,0.0,0,13
31302,0.0,0,87
31304,0.0,0,27
31305,0.0,0,9
31306,0.0,0,93
31307,0.0,0,19
31308,0.0,0,44
31309,0.0,0,6
31310,0.0,0,104
31311,0.0,0,40
31312,0.0,0,28
31314,0.0,0,121
31315,0.0,0,244
31400,0.0,0,92
31401,0.0,0,64
31402,0.0,0,23
31404,0.0,0,36
31405,0.0,0,83
31407,0.0,0,21
31409,0.0,0,18
31410,0.0,0,63
31411,0.0,0,47
31412,0.0,0,41
31413,0.0,0,26
31414,0.0,0,41
31415,0.0,0,51
31500,0.0,0,123
31501,0.0,0,51
31502,0.0,0,88
31506,0.0,0,59
31507,0.0,0,108
31508,0.0,0,34
31509,0.0,0,17
31510,0.0,0,35
31511,0.0,0,10
31512,0.0,0,6
31513,0.0,0,44
31514,0.0,0,10
31600,0.0,0,27
31602,0.0,0,45
31603,0.0,0,52
31605,0.0,0,71
31606,0.0,0,41
31607,0.0,0,164
31608,0.0,0,24
31609,0.0,0,38
31610,0.0,0,70
31611,0.0,0,93
31613,0.0,0,10
31614,0.0,0,12
31615,0.0,0,13
31700,0.0,0,31
31701,0.0,0,47
31702,0.0,0,30
31703,0.0,0,251
31704,0.0,0,5
31706,0.0,0,34
31707,0.0,0,370
31708,0.0,0,57
31710,0.0,0,41
31711,0.0,0,63
31712,0.0,0,17
31713,0.0,0,21
31714,0.0,0,23
31715,0.0,0,19
31800,0.0,0,58
31801,0.0,0,26
31802,0.0,0,33
31803,0.0,0,14
31804,0.0,0,15
31805,0.0,0,124
31806,0.0,0,36
31807,0.0,0,25
31809,0.0,0,32
31812,0.0,0,33
31813,0.0,0,45
31814,0.0,0,17
31815,0.0,0,92
31900,0.0,0,31
31901,0.0,0,17
31902,0.0,0,5
31903,0.0,0,73
31905,0.0,0,16
31906,0.0,0,17
31907,0.0,0,46
31908,0.0,0,123
31909,0.0,0,23
31910,0.0,0,57
31911,0.0,0,182
31913,0.0,0,57
31914,0.0,0,33
31915,0.0,0,23
32000,0.0,0,14
32002,0.0,0,56
32003,0.0,0,12
32005,0.0,0,31
32006,0.0,0,16
32007,0.0,0,86
32009,0.0,0,148
32010,0.0,0,25
32011,0.0,0,69
32012,0.0,0,25
32013,0.0,0,20
32014,0.0,0,217
32015,0.0,0,18
32100,0.0,0,11
32101,0.0,0,17
32102,0.0,0,94
32103,0.0,0,86
32105,0.0,0,17
32106,0.0,0,87
32108,0.0,0,56
32113,0.0,0,171
32114,0.0,0,38
32115,0.0,0,81
32200,0.0,0,190
32201,0.0,0,93
32202,0.0,0,103
32204,0.0,0,46
32206,0.0,0,57
32207,0.0,0,21
32209,0.0,0,64
32211,0.0,0,34
32213,0.0,0,87
32215,0.0,0,205
32300,0.0,0,84
32301,0.0,0,24
32302,0.0,0,101
32303,0.0,0,106
32304,0.0,0,14
32305,0.0,0,441
32306,0.0,0,15
32307,0.0,0,36
32308,0.0,0,14
32309,0.0,0,32
32311,0.0,0,70
32312,0.0,0,17
32313,0.0,0,53
32314,0.0,0,71
32315,0.0,0,24
32400,0.0,0,39
32401,0.0,0,131
32402,0.0,0,26
32403,0.0,0,14
32404,0.0,0,25
32405,0.0,0,12
32407,0.0,0,48
32408,0.0,0,22
32410,0.0,0,28
32412,0.0,0,61
32414,0.0,0,20
32415,0.0,0,26
32501,0.0,0,261
32502,0.0,0,49
32503,0.0,0,65
32504,0.0,0,196
32505,0.0,0,285
32506,0.0,0,63
32507,0.0,0,39
32508,0.0,0,31
32510,0.0,0,66
32511,0.0,0,7
32512,0.0,0,41
32515,0.0,0,48
32600,0.0,0,13
32601,0.0,0,275
32602,0.0,0,61
32603,0.0,0,171
32604,0.0,0,26
32605,0.0,0,11
32606,0.0,0,175
32607,0.0,0,95
32608,0.0,0,50
32609,0.0,0,40
32610,0.0,0,70
32612,0.0,0,46
32614,0.0,0,48
32615,0.0,0,27
32700,0.0,0,36
32701,0.0,0,18
32702,0.0,0,31
32703,0.0,0,45
32704,0.0,0,153
32705,0.0,0,20
32706,0.0,0,30
32707,0.0,0,204
32708,0.0,0,39
32710,0.0,0,15
32711,0.0,0,5
32712,0.0,0,30
32713,0.0,0,29
32714,0.0,0,32
32715,0.0,0,6
32800,0.0,0,19
32801,0.0,0,120
32802,0.0,0,50
32804,0.0,0,39
32805,0.0,0,40
32806,0.0,0,76
32807,0.0,0,12
32808,0.0,0,110
32809,0.0,0,42
32810,0.0,0,26
32811,0.0,0,74
32812,0.0,0,236
32813,0.0,0,30
32814,0.0,0,38
32815,0.0,0,17
32901,0.0,0,61
32902,0.0,0,26
32903,0.0,0,472
32904,0.0,0,31
32905,0.0,0,11
32906,0.0,0,13
32908,0.0,0,56
32909,0.0,0,23
32910,0.0,0,83
32911,0.0,0,45
32912,0.0,0,281
32913,0.0,0,59
32914,0.0,0,31
32915,0.0,0,19
33000,0.0,0,22
33001,0.0,0,21
33002,0.0,0,89
33003,0.0,0,45
33004,0.0,0,25
33005,0.0,0,74
33006,0.0,0,100
33008,0.0,0,620
33009,0.0,0,50
33010,0.0,0,29
33011,0.0,0,1155
33012,0.0,0,91
33013,0.0,0,23
33014,0.0,0,17
33015,0.0,0,40
33100,0.0,0,54
33101,0.0,0,475
33102,0.0,0,172
33103,0.0,0,14
33105,0.0,0,56
33106,0.0,0,26
33107,0.0,0,12
33108,0.0,0,13
33110,0.0,0,88
33111,0.0,0,19
33112,0.0,0,11
33113,0.0,0,8
33115,0.0,0,47
33200,0.0,0,73
33201,0.0,0,23
33203,0.0,0,92
33204,0.0,0,19
33205,0.0,0,9
33206,0.0,0,233
33207,0.0,0,78
33208,0.0,0,9
33209,0.0,0,24
33210,0.0,0,69
33211,0.0,0,33
33212,0.0,0,10
33213,0.0,0,44
33214,0.0,0,2
33215,0.0,0,174
33300,0.0,0,24
33301,0.0,0,16
33302,0.0,0,95
33303,0.0,0,1411
33305,0.0,0,19
33306,0.0,0,19
33307,0.0,0,11
33308,0.0,0,16
33309,0.0,0,42
33310,0.0,0,27
33311,0.0,0,53
33312,0.0,0,19
33313,0.0,0,18
33314,0.0,0,19
33315,0.0,0,21
33400,0.0,0,528
33401,0.0,0,96
33403,0.0,0,85
33406,0.0,0,22
33407,0.0,0,16
33410,0.0,0,12
33411,0.0,0,20
33412,0.0,0,20
33413,0.0,0,10
33414,0.0,0,34
33415,0.0,0,40
33500,0.0,0,68
33501,0.0,0,25
33502,0.0,0,23
33503,0.0,0,70
33504,0.0,0,8
33505,0.0,0,74
33506,0.0,0,47
33507,0.0,0,24
33508,0.0,0,12
33509,0.0,0,95
33511,0.0,0,101
33512,0.0,0,141
33515,0.0,0,20
33602,0.0,0,66
33603,0.0,0,26
33604,0.0,0,83
33605,0.0,0,8
33607,0.0,0,30
33608,0.0,0,18
33609,0.0,0,193
33610,0.0,0,27
33611,0.0,0,18
33612,0.0,0,26
33613,0.0,0,31
33614,0.0,0,11
33700,0.0,0,28
33701,0.0,0,25
33703,0.0,0,18
33704,0.0,0,138
33705,0.0,0,79
33706,0.0,0,37
33707,0.0,0,43
33708,0.0,0,17
33709,0.0,0,37
33710,0.0,0,26
33711,0.0,0,24
33712,0.0,0,28
33713,0.0,0,13
33714,0.0,0,31
33800,0.0,0,152
33801,0.0,0,31
33802,0.0,0,20
33805,0.0,0,10
33806,0.0,0,25
33808,0.0,0,41
33809,0.0,0,61
33810,0.0,0,195
33811,0.0,0,84
33812,0.0,0,126
33813,0.0,0,7
33814,0.0,0,218
33815,0.0,0,378
33900,0.0,0,17
33901,0.0,0,43
33902,0.0,0,39
33904,0.0,0,98
33905,0.0,0,39
33906,0.0,0,105
33907,0.0,0,21
33908,0.0,0,42
33909,0.0,0,52
33910,0.0,0,112
33911,0.0,0,15
33912,0.0,0,43
33913,0.0,0,25
33914,0.0,0,17
33915,0.0,0,7
34001,0.0,0,30
34003,0.0,0,28
34004,0.0,0,29
34005,0.0,0,18
34006,0.0,0,62
34007,0.0,0,47
34008,0.0,0,95
34009,0.0,0,22
34010,0.0,0,20
34011,0.0,0,314
34012,0.0,0,63
34013,0.0,0,8
34014,0.0,0,202
34015,0.0,0,15
34100,0.0,0,62
34101,0.0,0,29
34102,0.0,0,15
34103,0.0,0,44
34104,0.0,0,104
34105,0.0,0,24
34106,0.0,0,32
34107,0.0,0,135
34108,0.0,0,58
34109,0.0,0,49
34110,0.0,0,71
34111,0.0,0,90
34112,0.0,0,21
34113,0.0,0,59
34114,0.0,0,14
34201,0.0,0,13
34202,0.0,0,91
34203,0.0,0,28
34204,0.0,0,65
34205,0.0,0,56
34207,0.0,0,53
34208,0.0,0,35
34209,0.0,0,96
34210,0.0,0,48
34211,0.0,0,534
34214,0.0,0,7
34215,0.0,0,26
34300,0.0,0,91
34301,0.0,0,19
34303,0.0,0,6
34304,0.0,0,46
34305,0.0,0,50
34306,0.0,0,313
34308,0.0,0,33
34309,0.0,0,68
34310,0.0,0,176
34311,0.0,0,1068
34312,0.0,0,23
34314,0.0,0,24
34315,0.0,0,248
34400,0.0,0,49
34401,0.0,0,104
34402,0.0,0,14
34403,0.0,0,18
34404,0.0,0,58
34405,0.0,0,6
34408,0.0,0,85
34409,0.0,0,52
34410,0.0,0,26
34411,0.0,0,40
34413,0.0,0,66
34414,0.0,0,47
34415,0.0,0,31
34500,0.0,0,28
34501,0.0,0,22
34502,0.0,0,19
34503,0.0,0,25
34505,0.0,0,44
34506,0.0,0,59
34507,0.0,0,7
34508,0.0,0,47
34509,0.0,0,25
34510,0.0,0,25
34511,0.0,0,57
34512,0.0,0,10
34513,0.0,0,106
34515,0.0,0,36
34600,0.0,0,26
34601,0.0,0,8
34602,0.0,0,51
34603,0.0,0,32
34604,0.0,0,24
34606,0.0,0,318
34608,0.0,0,36
34609,0.0,0,10
34610,0.0,0,38
34611,0.0,0,40
34612,0.0,0,16
34613,0.0,0,41
34614,0.0,0,11
34615,0.0,0,22
34700,0.0,0,66
34701,0.0,0,104
34703,0.0,0,70
34704,0.0,0,47
34705,0.0,0,51
34706,0.0,0,33
34707,0.0,0,81
34708,0.0,0,20
34709,0.0,0,18
34710,0.0,0,264
34711,0.0,0,18
34712,0.0,0,30
34713,0.0,0,42
34714,0.0,0,93
34715,0.0,0,76
34800,0.0,0,109
34801,0.0,0,95
34803,0.0,0,48
34804,0.0,0,17
34806,0.0,0,34
34807,0.0,0,191
34809,0.0,0,107
34810,0.0,0,119
34811,0.0,0,23
34812,0.0,0,22
34813,0.0,0,26
34814,0.0,0,70
34900,0.0,0,23
34901,0.0,0,38
34902,0.0,0,55
34903,0.0,0,42
34904,0.0,0,27
34905,0.0,0,207
34906,0.0,0,41
34907,0.0,0,66
34909,0.0,0,23
34910,0.0,0,24
34912,0.0,0,8
34914,0.0,0,24
34915,0.0,0,22
35000,0.0,0,68
35001,0.0,0,132
35002,0.0,0,23
35003,0.0,0,36
35005,0.0,0,45
35007,0.0,0,16
35008,0.0,0,29
35009,0.0,0,186
35010,0.0,0,53
35011,0.0,0,88
35013,0.0,0,46
35014,0.0,0,44
35015,0.0,0,93
35100,0.0,0,45
35101,0.0,0,20
35103,0.0,0,104
35104,0.0,0,64
35107,0.0,0,37
35108,0.0,0,8
35109,0.0,0,48
35110,0.0,0,113
35111,0.0,0,9
35112,0.0,0,14
35113,0.0,0,42
35115,0.0,0,21
35200,0.0,0,16
35202,0.0,0,41
35203,0.0,0,33
35204,0.0,0,227
35205,0.0,0,18
35206,0.0,0,24
35207,0.0,0,37
35208,0.0,0,92
35209,0.0,0,29
35210,0.0,0,27
35214,0.0,0,89
35301,0.0,0,17
35302,0.0,0,36
35304,0.0,0,41
35305,0.0,0,106
35306,0.0,0,21
35307,0.0,0,76
35308,0.0,0,12
35309,0.0,0,40
35310,0.0,0,9
35311,0.0,0,47
35312,0.0,0,17
35313,0.0,0,78
35314,0.0,0,14
35315,0.0,0,31
35400,0.0,0,17
35401,0.0,0,50
35402,0.0,0,72
35403,0.0,0,19
35404,0.0,0,224
35405,0.0,0,13
35406,0.0,0,15
35407,0.0,0,18
35408,0.0,0,54
35409,0.0,0,21
35411,0.0,0,28
35412,0.0,0,77
35414,0.0,0,79
35415,0.0,0,31
35501,0.0,0,58
35502,0.0,0,354
35503,0.0,0,35
35504,0.0,0,20
35506,0.0,0,23
35507,0.0,0,218
35508,0.0,0,8
35509,0.0,0,37
35510,0.0,0,21
35513,0.0,0,12
35514,0.0,0,9
35600,0.0,0,115
35601,0.0,0,30
35602,0.0,0,79
35603,0.0,0,161
35604,0.0,0,13
35605,0.0,0,44
35606,0.0,0,30
35607,0.0,0,23
35608,0.0,0,136
35609,0.0,0,67
35610,0.0,0,22
35611,0.0,0,18
35613,0.0,0,14
35614,0.0,0,12
35615,0.0,0,54
35700,0.0,0,21
35701,0.0,0,11
35704,0.0,0,198
35705,0.0,0,15
35706,0.0,0,89
35707,0.0,0,14
35708,0.0,0,129
35709,0.0,0,134
35711,0.0,0,50
35712,0.0,0,44
35713,0.0,0,47
35714,0.0,0,47
35715,0.0,0,30
35800,0.0,0,9
35801,0.0,0,25
35802,0.0,0,29
35804,0.0,0,63
35805,0.0,0,151
35806,0.0,0,42
35808,0.0,0,10
35809,0.0,0,30
35810,0.0,0,40
35811,0.0,0,25
35812,0.0,0,11
35813,0.0,0,21
35814,0.0,0,83
35815,0.0,0,12
35900,0.0,0,39
35901,0.0,0,27
35902,0.0,0,38
35904,0.0,0,58
35905,0.0,0,18
35906,0.0,0,20
35907,0.0,0,39
35908,0.0,0,11
35909,0.0,0,56
35910,0.0,0,22
35911,0.0,0,89
35912,0.0,0,69
35913,0.0,0,28
36000,0.0,0,19
36001,0.0,0,11
36002,0.0,0,23
36003,0.0,0,33
36004,0.0,0,195
36005,0.0,0,35
36008,0.0,0,41
36009,0.0,0,45
36010,0.0,0,359
36011,0.0,0,12
36012,0.0,0,149
36013,0.0,0,60
36014,0.0,0,22
36015,0.0,0,68
36100,0.0,0,74
36101,0.0,0,173
36102,0.0,0,39
36105,0.0,0,13
36106,0.0,0,53
36107,0.0,0,63
36109,0.0,0,6
36110,0.0,0,207
36111,0.0,0,39
36112,0.0,0,31
36114,0.0,0,13
